Time_Timedelta,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Total_Amount,Avg_Amount,Transaction_Count,Fraud_Count
0 days 00:18:00,0.25048128199999997,-0.335163919,-0.193209533,-0.37262499,-0.048718885,-0.072889804,-0.331318165,0.014536519999999997,-0.072279166,-0.01947903099999998,0.05389458,0.102611615,0.146906377,0.115882328,0.117365122,-0.33298209700000003,0.15585625,0.035123338999999996,0.09381366600000002,0.010655714999999996,-0.005514459999999999,0.127353154,-0.056226411999999996,0.09776924299999999,0.035416881,-0.140064495,-0.014761192,0.02328012,-2541.73,-3.0122386999999975,-24.0,0
0 days 00:19:00,0.184504913,0.31558390999999997,0.13075337,0.689114534,-0.040696427,0.17224615100000001,-0.103400209,-0.029365007,0.095696078,0.11795984699999999,-0.30866923,-0.087996203,-0.034483736,-0.142277346,-0.011814196,0.182589889,0.047847856999999994,-0.198147007,-0.334611563,-0.12890411599999999,0.21880991900000002,-0.12329953999999999,0.060520755999999995,0.012431967000000002,-0.025169665,0.18424668,0.00856741,0.03372496,-2386.83,-25.951971830000005,-8.0,0
0 days 00:20:00,-0.5269589149999999,0.04027422100000003,-0.182396858,-0.44346836999999995,0.155732433,-0.288809549,0.06883219,0.118754442,-0.040374959,-0.176491434,0.220939014,0.162506433,0.110951606,0.156660929,0.11270746,-0.07113568399999999,0.011757312999999998,0.156712181,0.263944633,0.034454809,-0.011149443000000009,0.08915188899999998,-0.0013652369999999983,-0.057733335,-0.005778407,-0.185898332,0.044387654,-0.026509737,1384.19,-8.34494737,32.0,0
0 days 00:21:00,-0.205845351,-0.17614299500000002,0.098300074,0.284084288,-0.207950559,0.474880424,0.402966396,-0.21537535600000002,0.105860448,0.14146419600000001,-0.162496544,-0.245330064,-0.287835906,-0.103203662,-0.161960507,0.11663473599999999,-0.17541969999999998,0.009847450999999993,-0.07053388499999999,-0.085498806,-0.233593098,-0.03904640899999999,-0.039231166000000005,0.128615559,-0.020829775,0.101226652,0.102475809,0.082405263,7541.57,99.49145336999999,-12.0,0
0 days 00:22:00,0.23639126,0.514170084,0.0923011,-0.313532576,0.214713258,-0.378548632,-0.321519541,-0.05156450500000001,0.04392772,0.249449805,0.158015776,-0.069453845,-0.277346916,0.022285975,-0.117763124,0.037844308,0.018031576999999993,-0.003642369999999992,0.045536679999999996,0.159473055,0.135167249,-0.11925816800000001,0.006205851000000005,-0.180005813,-0.100922984,0.072138076,0.088368004,0.0037339920000000054,-10197.01,-117.88006764,-10.0,0
0 days 00:23:00,0.11033874399999999,-0.030637662000000065,0.052838807,0.05766128099999998,-0.174894981,-0.12891040800000003,-0.075041202,0.040246539,0.190492936,0.251880269,0.008175213,0.018673851,0.01334142,-0.141634095,0.024933186,-0.171957835,0.103207781,-0.161364464,-0.178910026,-0.030257287000000008,-0.046435884999999996,-0.03956641999999999,0.004222073,0.04384888,0.067541179,-0.048403115,0.089058842,-0.073432597,-570.6,-11.491072510000002,9.0,0
0 days 00:24:00,-0.012277658000000025,-0.06879402499999993,0.180739043,0.38956293200000003,0.030861119,-0.007803546999999994,0.045247115000000004,0.13327866700000002,-0.250210494,-0.30869009399999997,-0.263670769,-0.088965418,-0.014049553,0.121076532,-0.022908908,0.17950284500000002,-0.05784064,0.10449471300000002,-0.015137768,-0.023393551999999998,0.055978801999999994,-0.03029253799999998,0.024078289,0.033858421,0.018732835,-0.009509720999999999,0.028730156,0.051402987,1402.0,17.097560979999997,0.0,0
0 days 00:25:00,-0.522656661,0.49286768,-0.326183324,-0.506087263,0.190886272,-0.07322706599999998,0.20207035199999998,0.201636038,0.059440234,0.20394725900000002,0.188691414,0.176398667,0.154054048,0.028125951,-0.287898476,0.146151226,-0.192294472,0.069684389,0.075523203,0.17937664199999998,-0.137536501,-0.024593715000000016,-0.033860711,-0.114003318,0.007651303,0.035242337,0.149528321,0.016918295,-1301.77,-13.425689989999995,-6.0,0
0 days 00:26:00,0.394973879,-0.32422958300000004,0.060999863,0.358025578,-0.162928552,0.489789314,-0.494123239,-0.125244564,-0.113439522,-0.130341265,-0.10590743,-0.059097896,-0.055600042,0.041670067,0.298901562,-0.17991557600000002,0.275366844,-0.010905393,-0.076041946,-0.191084033,0.11203175600000001,0.07499783300000001,0.022933885,0.156961762,-0.044170112,0.036875402000000015,0.122617665,0.011165272000000004,517.28,0.9222013599999954,13.0,0
0 days 00:27:00,0.30622505399999994,-0.5034287829999999,-0.13267978,-0.222499304,-0.122827252,-0.280302077,0.089322565,-0.327764671,-0.178260121,0.06476428000000001,0.319385545,0.06028423,0.280513377,-0.234370679,0.029685296,-0.11485765499999999,0.100448017,0.146160758,-0.134543509,0.044662895,0.273552844,-0.082734321,0.003220021999999996,-0.095179243,0.11071792,-0.10523242500000002,0.103181008,-0.03271189,2312.5,55.1680618,-29.0,0
0 days 00:28:00,-0.397798532,0.061293701000000006,0.026189795,0.383567787,0.046345631,0.340057879,0.079033375,-0.35179260700000003,0.246627075,-0.152613764,-0.305375195,0.000543482,-0.097885225,0.209681856,0.094778708,0.176844844,-0.171435179,-0.134320375,0.27745505400000003,0.071486626,0.278106613,0.06526235199999997,0.028458021,0.045268247000000005,-0.14039731,0.072916975,0.061787656,0.002730320999999994,1248.91,57.6093889,-15.0,0
0 days 00:29:00,0.25731345299999997,0.026373291999999993,0.012521639,-0.086461611,0.337136491,0.223456482,-0.09836500299999999,0.38001149900000003,-0.041632309,0.19475898,0.177763021,0.041216817,0.132434411,-0.134441528,0.117143205,-0.263654923,0.125889084,-0.11590748,0.065117494,-0.077964449,-0.358847197,-0.030888482999999967,0.020956402,0.009421282999999996,0.020576083,-0.07965707,0.065196442,-0.05284274,-3271.31,-74.31493237999999,1.0,0
0 days 00:30:00,-0.31387199199999993,0.31607264799999996,0.006118234,0.14796068899999998,-0.372863485,0.08018401999999997,0.098063628,0.41166695200000003,-0.02537299,0.07469504800000001,-0.366894946,-0.137329277,-0.185215127,0.039542639,-0.360383221,0.073287876,0.049179666999999996,-0.011977901000000013,-0.018626794000000002,0.027739734000000002,-0.206256743,0.03891174999999997,0.011834128000000001,0.04631231300000001,0.076344132,0.113317849,0.110027827,0.024241509,993.23,4.725186339999993,10.0,0
0 days 00:31:00,0.32081280799999995,-0.17940621599999995,0.280038303,-0.0027261410000000152,0.176265627,-0.22817050499999997,0.01326762,-0.135995592,0.103436638,-0.079331804,0.348833376,0.05722519,0.0529223,-0.024539141,0.401153105,0.152839909,-0.232399133,0.092290367,-0.144173847,0.02900482,0.005973600000000001,0.15078492400000001,-0.063487307,-0.122252788,0.022827011,-0.071445207,-0.0034718,-0.034283038,-994.03,-15.53436508,-2.0,0
0 days 00:32:00,-0.0008514359999999832,-0.14053337,-0.083394364,0.23318207600000002,-0.164773445,-0.034241816000000036,0.087603555,-0.0046598360000000005,-0.321455302,-0.33218173900000003,-0.137659299,-0.076698003,-0.051152457,0.18357628,0.147481391,-0.10403664300000001,0.165171491,0.118590227,-0.09017371399999999,-0.21035078299999999,0.172262055,0.010576245999999997,0.034458547,-0.047254988,-0.121721373,0.0036490360000000083,0.07735265,0.0462559,1255.7,40.31500002,-9.0,0
0 days 00:33:00,-0.29488875000000003,-0.38023419199999997,0.081793016,-0.14958467599999997,0.468100402,-0.38750673999999996,-0.114761457,-0.230536224,0.228165415,-0.011102979999999998,0.007164812,0.082074196,0.16816247,-0.208624622,-0.03571543,0.08556693200000001,-0.08927107,-0.045029414,-0.020305785,0.281568342,0.047060097999999995,-0.128717566,-0.019989238,0.24843433199999998,0.018855682,-0.002374984999999996,0.006970509,-0.048235447,1863.06,1.9807705999999996,17.0,0
0 days 00:34:00,0.03444871000000005,0.483539163,0.168305401,-0.9465664090000001,-0.256401866,-0.26085396000000005,0.390249885,0.154368446,0.379249686,-0.20043919699999996,0.168880134,0.113516098,-0.114089701,0.038952655,-0.025389559,-0.24287584599999998,-0.07806403900000002,-0.10379375900000001,0.073309686,-0.109530018,-0.161891385,0.41378609899999996,-0.050053813,-0.10324162799999999,-0.007752309,-0.262669473,0.146998692,0.033045658,-2682.73,-46.08885609,3.0,0
0 days 00:35:00,0.19345106499999998,0.08912171600000002,-0.255285488,-0.184922244,-0.199870481,-0.015716890999999955,0.06848732199999996,-0.153372589,-0.065028721,-0.04159917000000002,0.030190668,0.065024566,0.14018464,0.08877329,0.186210098,-0.12112392300000002,0.003138608000000015,0.061318995,-0.13657276,-0.077406717,-0.004248031999999999,-0.028465253999999995,0.04073298,0.112397018,0.030268126,-0.060999127999999986,0.148797672,-0.022364183,1928.78,5.247641020000003,25.0,0
0 days 00:36:00,0.051894728,-0.229508419,-0.094529774,0.7222799400000001,0.100850298,0.6223239359999999,-0.227679848,0.25553738600000003,-0.453079396,0.531774844,-0.080681621,-0.281898453,-0.119667975,-0.061520804,-0.252872038,0.20907032,0.133639504,-0.139338446,0.006333713000000005,0.16613229599999998,-0.013376644,-0.291641944,0.035948338,-0.16612754899999999,-0.069159702,0.39726122399999997,0.030712959,0.038147811,-384.06,45.30082997,-41.0,0
0 days 00:37:00,-0.267014983,0.392726837,0.07564157,0.315592785,0.102243463,-0.09021006999999998,-0.412433915,0.034302985,0.117108466,-0.364273383,-0.310462655,0.082237897,-0.135014935,-0.100312596,-0.174932469,-0.037086428000000005,0.42543824799999996,-0.13669103200000002,0.220102151,-0.219022742,-0.0007783680000000015,-0.18905245699999998,0.034479158,-0.212366259,0.033845564,-0.21144095899999998,0.082444747,-0.011628110999999998,-3705.49,-82.58058265,13.0,0
0 days 00:38:00,0.448765442,-0.30551799500000004,0.332646909,0.131969581,-0.33026496,0.06205772999999998,0.133512387,-0.219520794,0.263046246,0.457286671,0.270400864,0.187066807,0.364993506,-0.169805565,0.021943912,-0.061714821999999975,-0.46500114,0.29212719200000004,-0.011743012999999997,0.138522083,-0.013139038000000002,0.259820375,-0.07789234,0.194645945,0.009147581,0.106133061,-0.138429547,-0.10294389500000001,1258.84,32.64894996,-13.0,0
0 days 00:39:00,-0.14017304300000002,-0.340821781,-0.244551608,0.025877178999999972,0.345936234,-0.445105582,-0.124948939,0.004840160999999982,-0.497730737,-0.224147355,-0.004210273,-0.241512914,-0.266412804,0.16958291,-0.061011763,0.332007999,0.082125126,0.04819744200000001,0.011053977999999992,-0.348049802,-0.25264939000000003,-0.21429231599999998,0.011493324000000003,-0.086369855,0.016923637,-0.071286428,0.114528236,0.056147764,-1037.14,-2.882288190000004,-16.0,0
0 days 00:40:00,0.04541380300000003,0.588500367,-0.189361072,-1.370114532,0.236121943,-0.32923907499999994,0.730179264,-0.197535517,0.757712317,-0.60073282,-0.29915065,0.047066725,0.051674262,0.12471184,0.531915664,-0.25964934,-0.37340511,0.128697834,0.03598164000000001,0.29685845,0.414967185,0.42159747,-0.165099433,-0.09368816500000002,0.091165627,-0.410379357,0.167678993,0.042050910000000004,635.15,-27.45447231,54.0,0
0 days 00:41:00,-0.251170722,-0.21785592399999998,0.003779442,1.233672061,-0.534604704,0.8610354979999999,-1.172409222,-1.046811765,-0.731019934,0.222730421,0.394464833,0.3496459,0.040635835,0.072051904,-0.510167902,-0.113161222,0.6647355070000001,-0.335363156,-0.33071189300000003,0.33965825000000005,-0.911950298,0.044391926,0.305733534,0.240380015,-0.097514328,0.44123644,0.00582584,0.010707389999999999,3014.89,56.042537579999994,-22.0,0
0 days 00:42:00,0.306683702,0.05968475200000001,0.319693254,-0.14425362500000002,0.350993875,-0.387746258,0.832949096,1.359799424,0.013281766,0.42435061799999996,-0.088627714,-0.344731887,0.213606248,-0.17834948,0.281675568,0.11813009399999999,-0.39306782900000004,0.111497675,0.277464681,-0.343245768,0.6952913820000001,-0.20380000199999998,-0.221803142,0.07935437599999999,0.004837596,0.028803380000000003,-0.167278797,-0.080316723,-3582.59,-47.02819003999999,-14.0,0
0 days 00:43:00,0.280428414,-0.265416802,-0.1956575,0.21429292200000002,-0.099050879,0.070583519,-0.212773247,0.147915246,-0.030960287,-0.049513363000000005,0.131579222,-0.030028213,-0.276131464,0.152911652,0.029102883,0.166561351,0.082967623,-0.111523829,-0.22388913500000002,0.030553098,0.017948643000000004,-0.08476183699999999,0.089948335,-0.151515558,0.010402779,0.023146142999999994,0.028483181,0.074517688,1052.0,21.791082349999996,-1.0,0
0 days 00:44:00,-0.286166693,0.284876833,-0.101004928,0.3207710389999999,0.097869548,0.091843928,-0.040578036,-0.21277616700000002,0.154754043,0.029722095000000004,-0.221166691,0.077901945,0.151990744,-0.15287727,-0.007369639,-0.114752156,0.12145273599999999,0.118506703,0.117590158,0.080336705,0.077785169,0.08520402799999999,-0.176752379,-0.012825977,-0.091835198,0.021700174000000003,0.09246968,0.050872139999999996,467.77,15.329365220000007,-4.0,0
0 days 00:45:00,-0.244349855,-0.22201743599999998,0.152266048,-0.5145000289999999,0.018354837,-0.120498938,0.33611674,0.086729048,0.100236693,-0.11635237600000001,0.228871588,0.060515964,-0.068304379,-0.071097282,-0.326390914,0.045494783999999996,-0.22664254,0.03500745000000001,0.005347661,-0.129574359,-0.121165709,-0.120726958,0.196550586,0.16861922799999998,0.031713232,-0.0036408039999999975,-0.144833965,-0.12937844199999998,1622.29,6.8951122,16.0,0
0 days 00:46:00,0.11543851900000002,0.36513638699999995,0.077329151,-1.5893114339999999,0.018575016,-0.701691481,0.416535815,-0.128795547,0.551680174,-0.6765727420000001,0.590626972,0.19946015,-0.484622797,0.453526717,0.469680057,-0.47339922800000006,-0.16023639200000003,0.08695318099999999,-0.093081571,-0.005425249,0.159548982,0.640207395,-0.169807291,0.076807595,0.041532707,-0.63667151,0.170292918,0.055833771000000004,-3386.91,-61.68384409000001,22.0,0
0 days 00:47:00,-0.16360300400000005,-0.05366233099999995,-0.284685783,1.8678339369999999,-0.0286261,1.223871712,-0.771116457,0.534149227,-0.809985341,0.660863364,-0.626339321,-0.15302647,0.544602056,-0.14475107,-0.04813573,0.37137549500000006,0.51013812,-0.5198892220000001,-0.07138976799999999,-0.06776338,-0.162787927,-0.48975246,0.166145494,-0.283265928,-0.010229972,0.5534746709999999,0.003066911,-0.013499012999999999,631.68,16.655277780000002,-21.0,0
0 days 00:48:00,0.19682170900000007,0.009057887999999958,0.069185824,-1.7451868449999999,0.166042039,-1.0516620300000001,0.705399238,-0.538206221,0.744725768,-0.518926075,-0.046261204,-0.234230051,-0.520281508,0.060268426,0.228983233,-0.152469011,-0.558587713,0.552440716,0.21972218699999999,0.0834539,0.102784178,0.259988111,-0.180362455,-0.032456711,0.086168289,-0.486381094,0.161613745,0.020989649,558.25,-12.093760680000003,54.0,0
0 days 00:49:00,-0.04449875800000003,-0.11025853799999996,0.150250041,0.963662029,0.035139161,0.743188069,-0.44573689800000005,-0.149463316,-0.248331667,0.615412626,0.215534054,0.150870214,0.279267892,-0.24664954,-0.473908997,0.261292803,0.023946526999999995,-0.108759905,-0.080896993,0.08348532,0.263195211,-0.22841599,0.128253688,0.33978098,-0.056199878,0.32111345700000005,-0.007910814,-0.043499713999999995,26.43,23.6654829,-57.0,0
0 days 00:50:00,-0.20992112799999996,-0.026291865999999997,-0.647205308,-0.7043169,0.562429508,0.800192307,0.169288451,0.565175743,0.063290325,-0.126302472,-0.365576584,-0.189988022,0.019533508,0.165004858,0.356755569,-0.10432840900000001,-0.136093399,0.088288964,0.03296446,0.070681741,-0.366306329,-0.01668059,-0.09457018,0.182123233,0.129678621,-0.07531135900000002,0.166715822,0.143531837,1777.33,19.482818839999993,9.0,0
0 days 00:51:00,0.20379544699999996,-0.06449799900000003,0.134611595,0.08511305599999996,-0.05210317,-0.111442916,-0.16219962100000002,-0.07825009499999999,0.093100049,-0.279457938,-0.099855078,0.140693891,0.210815856,-0.190895189,-0.158704,0.149796633,0.058280622999999976,0.010075652000000004,0.177627837,-0.05123664900000001,0.1027821,0.040126285,-0.012796487999999995,-0.09628679499999998,-0.127406814,0.08154725000000002,0.091059448,-0.096647051,-585.67,-8.487971009999995,0.0,0
0 days 00:52:00,0.132950435,0.06877124700000004,0.354578939,0.37663140399999995,-0.667114447,-0.961895654,0.134878548,-0.351560993,-0.26219523,0.04556801799999999,0.377545813,0.151660778,-0.026325539,0.228220294,0.013962849,-0.041325035,0.074774336,-0.217716507,-0.13967869500000002,-0.04971160200000001,-0.06412728,0.062707682,0.005708626999999994,-0.323444826,0.03338409,0.016674356,-0.004379179,0.012330019000000001,-602.96,-3.0517134199999987,-7.0,0
0 days 00:53:00,0.07778491399999998,-0.26394606200000004,0.179808557,1.372742852,-0.255546652,0.31120280300000003,-0.327446191,0.384862986,-0.563507484,0.31613193900000003,0.058489301,-0.050833676,0.145979524,-0.195570536,-0.110093711,0.135538801,0.41142398300000005,-0.01636807600000001,-0.200256212,0.133707668,0.057807634999999996,-0.22585872899999998,0.083138282,0.056406354,-0.02954991,0.27580448999999996,0.025051982,0.021965230999999998,1084.84,60.87505786,-23.0,0
0 days 00:54:00,-0.18188713199999998,0.048870659999999996,0.093315302,-0.311498195,0.277704326,0.138843946,-0.027616326,-0.151014009,0.329472053,0.005888735000000001,-0.423942047,-0.140190651,-0.237147563,-0.047300621,-0.27304847,-0.130334615,-0.208184796,0.175071752,0.136035783,-0.136505594,0.042550051000000005,-0.018958398,-0.189047523,-0.166048154,0.051130729,-0.12107880599999998,-0.022477918,-0.030403186999999998,-563.82,-23.989397690000004,4.0,0
0 days 00:55:00,0.319173889,0.228154001,-0.29252083,0.15911032199999997,-0.01108638,-0.10911778900000002,0.023942669,0.17286064899999998,-0.183650924,-0.166225166,0.061801583,-0.052579725,0.005547287,0.042176199,0.244143293,0.126529275,0.235708106,-0.023981914,0.259584355,-0.014382538,-0.070315951,0.08564427399999999,0.09443175399999998,0.03873559100000001,0.066667007,-0.021174038000000003,0.076570156,0.037471009,-1858.81,-35.16649276999999,-6.0,0
0 days 00:56:00,-0.230826466,-0.185590894,0.042575108,-1.4770163379999999,0.006170885,-0.38259780899999996,0.321205006,-0.22525147699999998,0.402388669,-0.22289417700000003,0.454774372,0.240935162,0.145443614,0.089881483,0.279343142,-0.219021204,-0.457998677,0.284664906,-0.343558749,-0.009462120000000004,0.08280905399999999,0.381748147,0.116823704,-0.084837245,-0.10793389,-0.300751237,0.054891089,-0.05659065,118.41,-5.307925840000003,6.0,0
0 days 00:57:00,-0.27618194599999996,0.345382557,0.295862172,0.793829023,-0.034316862,0.094213002,0.04223726700000002,0.03968565699999999,-0.166476201,0.19662073800000002,-0.157630108,-0.073084059,-0.071188948,-0.031596765,-0.105944004,0.070233512,0.18289651600000004,-0.379739268,0.192569999,-0.0009294609999999995,-0.14866048599999998,-0.497308098,-0.011089374000000006,-0.081758721,-0.134560811,0.314655764,-0.019033888,0.051818358,-619.72,3.9593424199999987,-14.0,0
